"","Proteobacteria_Gammaproteobacteria","unidentified_unidentified","Proteobacteria_Alphaproteobacteria","Bacteroidetes_Bacteroidia","Basidiomycota_Agaricomycetes","Actinobacteria_Actinobacteria","Ascomycota_Sordariomycetes","Ascomycota_Dothideomycetes","Proteobacteria_Deltaproteobacteria","Chloroflexi_Anaerolineae","Firmicutes_Clostridia","Firmicutes_Bacilli","Verrucomicrobia_Verrucomicrobiae","Planctomycetes_Planctomycetacia","Acidobacteria_Acidobacteriia","Ascomycota_Eurotiomycetes","Basidiomycota_Tremellomycetes","Acidobacteria_Subgroup 6","Ascomycota_Leotiomycetes","Cyanobacteria_Oxyphotobacteria","Ascomycota_unidentified","Firmicutes_Negativicutes","Actinobacteria_Thermoleophilia","Bacteroidetes_Ignavibacteria","Acidobacteria_Holophagae","Gemmatimonadetes_Gemmatimonadetes","Planctomycetes_Phycisphaerae","Ascomycota_Saccharomycetes","Cyanobacteria_Melainabacteria","Actinobacteria_Acidimicrobiia","Chloroflexi_Chloroflexia","Chloroflexi_KD4-96","Basidiomycota_Microbotryomycetes","Spirochaetes_Spirochaetia","Acidobacteria_Subgroup 18","Basidiomycota_Ustilaginomycetes","Acidobacteria_Blastocatellia (Subgroup 4)","Patescibacteria_Saccharimonadia","Acidobacteria_Subgroup 17","Ascomycota_Pezizomycetes","Basidiomycota_Cystobasidiomycetes","Fibrobacteres_Fibrobacteria","Armatimonadetes_Chthonomonadetes","Armatimonadetes_Fimbriimonadia","Basidiomycota_unidentified","Chlamydiae_Chlamydiae","Chytridiomycota_unidentified","Mortierellomycota_Mortierellomycetes","Patescibacteria_Parcubacteria","Nitrospirae_4-29-1","Nitrospirae_Thermodesulfovibrionia","Actinobacteria_Coriobacteriia","Basidiomycota_Exobasidiomycetes","Basidiomycota_Malasseziomycetes","Chloroflexi_Ktedonobacteria","Gemmatimonadetes_S0134 terrestrial group","Mucoromycota_Mucoromycetes","Basidiomycota_Agaricostilbomycetes","Deinococcus-Thermus_Deinococci","Rozellomycota_unidentified","Patescibacteria_Gracilibacteria","Planctomycetes_OM190","Acidobacteria_Thermoanaerobaculia","Ascomycota_Orbiliomycetes","Chytridiomycota_Rhizophydiomycetes","Cyanobacteria_Sericytochromatia","Rokubacteria_NC10","Armatimonadetes_Armatimonadia","Chloroflexi_Dehalococcoidia","Elusimicrobia_Elusimicrobia","Epsilonbacteraeota_Campylobacteria","Mucoromycota_Endogonomycetes","Patescibacteria_ABY1","Patescibacteria_Microgenomatia","Planctomycetes_BD7-11","Acidobacteria_Subgroup 25","Armatimonadetes_uncultured","Basidiomycota_Wallemiomycetes","Chloroflexi_OLB14","Firmicutes_Erysipelotrichia","Fusobacteria_Fusobacteriia","Latescibacteria_uncultured bacterium","Nitrospinae_P9X2b3D02","Planctomycetes_vadinHA49","Ascomycota_Arthoniomycetes","Chloroflexi_Gitt-GS-136","Latescibacteria_unidentified","Omnitrophicaeota_Omnitrophia","Patescibacteria_CPR2","Patescibacteria_WWE3","Proteobacteria_unidentified","Tenericutes_Mollicutes","WPS-2_metagenome","Acidobacteria_Aminicenantia","Acidobacteria_Subgroup 21","Actinobacteria_MB-A2-108","Basidiomycota_Spiculogloeomycetes","Chloroflexi_JG30-KF-CM66","Chloroflexi_SHA-26","Chloroflexi_TK10","Chytridiomycota_Spizellomycetes","FBP_uncultured bacterium","FBP_unidentified","Firmicutes_unidentified","Hydrogenedentes_Hydrogenedentia","Latescibacteria_uncultured Acidobacterium sp.","Nitrospirae_Nitrospira","Patescibacteria_Berkelbacteria","Planctomycetes_Pla3 lineage","Spirochaetes_Leptospirae","TA06_uncultured soil bacterium","WS2_unidentified","WS4_uncultured bacterium","Zixibacteria_uncultured prokaryote","Actinobacteria_KIST-JJY010","Actinobacteria_Rubrobacteria","Ascomycota_Lecanoromycetes","Basidiomycota_Atractiellomycetes","Basidiomycota_Dacrymycetes","Basidiomycota_Moniliellomycetes","Basidiomycota_Pucciniomycetes","BRC1_uncultured Acidobacteria bacterium","BRC1_unidentified","Chytridiomycota_Chytridiomycetes","Dependentiae_Babeliae","Elusimicrobia_Lineage IIa","Elusimicrobia_Lineage IIc","FBP_uncultured actinobacterium","FBP_uncultured endolithic bacterium","FBP_uncultured soil bacterium","Fibrobacteres_Chitinivibrionia","Firmicutes_Limnochordia","Gemmatimonadetes_Longimicrobia","Glomeromycota_Glomeromycetes","Glomeromycota_Paraglomeromycetes","Kiritimatiellaeota_Kiritimatiellae","Latescibacteria_uncultured bacterium mle1-16","Latescibacteria_uncultured Latescibacteria bacterium","Latescibacteria_uncultured soil bacterium PRR-12","Monoblepharomycota_Monoblepharidomycetes","Patescibacteria_unidentified","Planctomycetes_Pla4 lineage","WPS-2_hydrothermal vent metagenome","WS2_uncultured bacterium","WS2_uncultured Firmicutes bacterium","Zixibacteria_uncultured bacterium"
"Nitrospinae_P9X2b3D02",0.894898847088795,0.000235823419390998,0.0828007969287316,0.0351515079621695,0.0146238463682482,0.951317036073225,0.0404065706207871,0.0636744454505084,1,1,0.691290813834483,0.361290496210669,1,0.513587843075157,1,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Planctomycetes_vadinHA49",0.000158558665165621,0.000235823419390998,0.0828007969287316,0.65435222403565,0.0146238463682482,0.0334217699441592,0.0404065706207871,0.0636744454505084,0.310342223229233,0.166983445717206,0.691290813834483,0.361290496210669,1,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ascomycota_Arthoniomycetes",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_Gitt-GS-136",1,0.00336626684000368,1,1,0.0669276158980037,1,0.14542973051394,0.200765808293399,1,1,0.449208179614464,0.658593526130819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Latescibacteria_unidentified",0.0186591533805883,0.00336626684000368,0.407818825441041,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,1,0.449208179614464,0.658593526130819,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Omnitrophicaeota_Omnitrophia",0.0036677134069536,0.00336626684000368,0.043953807161235,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,0.39269048654624,0.449208179614464,1,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_CPR2",0.000382498867454823,0.00336626684000368,0.00646182838221005,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,1,1,0.658593526130819,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_WWE3",0.0186591533805883,0.00336626684000368,0.043953807161235,0.170521631757167,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,0.39269048654624,0.449208179614464,0.658593526130819,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Proteobacteria_unidentified",0.0036677134069536,0.00336626684000368,0.00646182838221005,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,0.39269048654624,0.449208179614464,1,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tenericutes_Mollicutes",0.000382498867454823,0.00336626684000368,0.043953807161235,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.20809361828113,0.39269048654624,0.449208179614464,0.658593526130819,0.76890945559244,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WPS-2_metagenome",0.35076727494647,0.00336626684000368,1,0.0312184109399939,0.0669276158980037,0.125072315106517,0.14542973051394,0.200765808293399,0.713792680457359,1,0.449208179614464,0.658593526130819,0.76890945559244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acidobacteria_Aminicenantia",0.0108900598932948,0.043953807161235,0.0663898664964061,0.642934086634832,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acidobacteria_Subgroup 21",0.0108900598932948,0.043953807161235,0.0663898664964061,1,0.299904340484409,1,0.470809216656325,0.57046101153638,1,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Actinobacteria_MB-A2-108",1,0.043953807161235,1,1,0.299904340484409,1,0.470809216656325,0.57046101153638,1,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Basidiomycota_Spiculogloeomycetes",1,1,1,1,1,1,1,1,1,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_JG30-KF-CM66",0.0108900598932948,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_SHA-26",0.0108900598932948,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_TK10",0.0686814708405025,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chytridiomycota_Spizellomycetes",0.0686814708405025,0.228319181485789,0.0663898664964061,0.642934086634832,0.299904340484409,1,1,1,1,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FBP_uncultured bacterium",0.0686814708405025,0.043953807161235,0.310342223229233,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FBP_unidentified",0.541738919395656,0.043953807161235,1,1,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,1,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Firmicutes_unidentified",0.0108900598932948,0.043953807161235,0.0663898664964061,1,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hydrogenedentes_Hydrogenedentia",0.0108900598932948,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Latescibacteria_uncultured Acidobacterium sp.",0.0108900598932948,0.043953807161235,0.310342223229233,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Nitrospirae_Nitrospira",0.0108900598932948,0.043953807161235,0.310342223229233,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_Berkelbacteria",0.0686814708405025,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Planctomycetes_Pla3 lineage",0.241010459400784,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Spirochaetes_Leptospirae",0.0108900598932948,0.043953807161235,0.310342223229233,0.642934086634832,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TA06_uncultured soil bacterium",0.0686814708405025,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WS2_unidentified",0.0108900598932948,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,0.868305487445422,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WS4_uncultured bacterium",0.0108900598932948,0.043953807161235,0.0663898664964061,0.184576465094052,0.299904340484409,0.438676136486535,0.470809216656325,0.57046101153638,0.572020223356082,1,0.921495850057377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
