OTU,Phylum,Class,Order,Family,Genus,Species,total,number,OTU_id
9e12a692f76d8c3e0e1873b41fe2221e,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4145,F4145_o_NA
9e32a18f49a3f9df733690c05a8526f1,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4146,F4146_unidentified
9e354ece216f5249e70ce06924dcd36b,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,unidentified,6,F4147,F4147_Leptosphaeria
9e5d1e11349b74bfaa9b37733c6b1c85,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,6,F4148,F4148_unidentified
9f1a4f283e569c227b04cb87862ba835,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4149,F4149_unidentified
a0b32541583847e35ebff374219a3636,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,6,F4150,F4150_Pyrenochaetopsis
a0e5e714eda9d9565652663ce814be0e,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,6,F4151,F4151_Pyrenochaetopsis
a154fbef1ab24ba6a928f4c7bd325b7c,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,6,F4152,F4152_unidentified
a3c99e66c08ce6bac95d3fe03d635b6e,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4153,F4153_o_NA
a416dcd60f4d3daeade5158af52aa52f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4154,F4154_o_NA
a4efa679b75843712db08f59d31036ba,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4155,F4155_unidentified
a5306512faf26f61d931108027208a60,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4156,F4156_o_NA
a555bb67b7cd76910c80d1cff1922f96,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4157,F4157_unidentified
a5abe1088ec3d1003e052369a0595995,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4158,F4158_unidentified
a97e63ba39c50a0e1644a00c4e296107,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4159,F4159_o_NA
aa0bb3dc05aa011d0a9407aada99154a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4160,F4160_o_NA
aa42031a81906ac8a15ebfd6c2866dde,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4161,F4161_o_NA
acc8ea4870b3c9f58ca68aa299eb0324,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4162,F4162_o_NA
adc642e8c012991deed8d5e3ea84d1fb,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4163,F4163_o_NA
ae05309ce18d4574f11a994b8d1cb1be,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,Edenia_gomezpompae,6,F4164,F4164_Edenia
ae93e814c3d50f575a7618a388ea32ce,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4165,F4165_unidentified
af5aabcd5531df96d9157510329e0221,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4166,F4166_unidentified
afbc628e6b9df62b5fc9c9bd62f62f38,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4167,F4167_o_NA
b06ffd86f104ec67c90a3e84c1bfad18,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4168,F4168_unidentified
b3adf158feb0547aae99023c633555e1,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4169,F4169_o_NA
b3b43db42060746c52c4c670589ad78d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4170,F4170_o_NA
b3b63a121fd1f6a4666924d92cfe89f9,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4171,F4171_o_NA
b7ccb7ab97eba7d23d473c03d0641d72,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4172,F4172_unidentified
b84816fa8bc1cf5a73e6d17593127634,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4173,F4173_unidentified
ba2504580b940babcfd6860faa3d165f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4174,F4174_o_NA
bbee690cc0ca9e40b6904581578b257e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4175,F4175_o_NA
bdf8755a23bcef4d223bfe0ef4a7316a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4176,F4176_unidentified
c08e062915ee98704dba0957e30155b3,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,6,F4177,F4177_o_NA
c18dbbf1ff421cab1f1710ed14fb6185,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4178,F4178_o_NA
c2de467e53d5e6cd9542ac66d00346b9,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,6,F4179,F4179_o_NA
c475de9577cc12eee3e614f12c5cd29e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4180,F4180_unidentified
c6a64bc87b7c675240286ed5c964f66c,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4181,F4181_o_NA
c9470632b47c2a5d495169c333fba5ec,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,unidentified,unidentified,6,F4182,F4182_f_Helotiaceae
ca6fcf78a0a340830ff026a02425c0c2,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4183,F4183_unidentified
cb93e0157e3e2642df8858f8fc34c99f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4184,F4184_unidentified
cd7a89ff0c85368b1e6fefc0eceb4744,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4185,F4185_o_NA
cf7e1a3aa0d9a04f2b373daffcff4a82,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4186,F4186_o_NA
d22778bacad98be48e774bca834da036,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4187,F4187_o_NA
d38cb5ddb20c1520ed5935823c65aa98,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4188,F4188_unidentified
d39cdaa26f41e8ec40909d3baa59d2de,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4189,F4189_o_NA
d47b9b2e48d9f847735209d64ff62597,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_aspidiotus,6,F4190,F4190_Knufia
d4b48227f93469042b6ee6e730efd2fc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4191,F4191_unidentified
d5e95794325aa45b0d644c6f172338d3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4192,F4192_unidentified
d75a1651984e9496bf884f452452d59d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4193,F4193_o_NA
d821632843ce90dc7067dc69464eaf19,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4194,F4194_o_NA
d908f433d5bc45202fdb09e915da76aa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4195,F4195_o_NA
d9c1b13f95767f856b58cff8544748a8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4196,F4196_unidentified
dbf1358daa25184981e01d5eca85b4b1,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,unidentified,unidentified,6,F4197,F4197_f_Didymellaceae
dd6086160ecd464499ae7e1474f5dfff,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4198,F4198_unidentified
df1fbe1d31cab9fe0e8b13895e09e6ff,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,unidentified,6,F4199,F4199_unidentified
e0a6fa883acc5ce7123bc1a5e68484c2,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,6,F4200,F4200_o_NA
e18b16fc2704012dac6cb463b35c2953,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4201,F4201_o_NA
e2e69425d7832af6ef190447c034c5f0,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4202,F4202_unidentified
e3661a35295824bbf1e5ab17e59d7053,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4203,F4203_unidentified
e3bca1cf130895cd6bfa6fe53afe53ba,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,6,F4204,F4204_unidentified
e42fc4b22504c03da1a8039f3f92dd9b,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,unidentified,6,F4205,F4205_Geotrichum
e4a2f812077f6e0a15c5609fbfd214f0,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4206,F4206_o_NA
e5118b071c8e75f5d1a856a40c555e49,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4207,F4207_o_NA
e601c8c593dca252faca0e03949ada03,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4208,F4208_o_NA
e7556cadbcb1ec293d91d7153a759078,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_pratorum,6,F4209,F4209_Pyrenochaetopsis
e85446064f3dd0128210db00e4504978,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Coccomyces_pinicola,6,F4210,F4210_Coccomyces
eca51a0e4c340d1b7ee53285b6cee7f3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4211,F4211_o_NA
ecafbcd198d8c68eb55fe4a4163401bc,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4212,F4212_unidentified
ecd9e3a44f9f63f8fcb45e423d52fe14,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,6,F4213,F4213_unidentified
ed714d843883c78c59a00cc407bad737,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4214,F4214_o_NA
eda05742f0dae5b0cd57d60a32aa3e50,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4215,F4215_unidentified
edb60c9a401c3e140dfb676b75ca8535,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4216,F4216_o_NA
ee763657fe952d53674a013154ffe100,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4217,F4217_o_NA
eead59d64babffe76dff23b588084f7f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4218,F4218_o_NA
f0f2afd3bf9446493e76f5ced445bea0,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4219,F4219_o_NA
f1b6aee2dc27a045e3d40e4d478636e6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4220,F4220_unidentified
f2d334f818ea6d72bb7fdf61adf9adbb,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4221,F4221_o_NA
f31fa42391b7cf95ccda53e2f6752d31,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4222,F4222_unidentified
f4369a608c5a311bf5cb5ad39f7114cb,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified,6,F4223,F4223_o_Xylariales
f43fe01276006ec2b738a81184ebe9fa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4224,F4224_unidentified
f7927734197b136dd9754e5022c84a99,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4225,F4225_unidentified
f93536d6ceff3fed7da4fb9a77a653e7,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4226,F4226_o_NA
fb0660dec98ddcdfddb1e5264178bd2e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4227,F4227_unidentified
fe8f568b0d0c4dc85e5abcc3900d9b6a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4228,F4228_o_NA
ff42d49aa8b1944b55156affaecc09d8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4229,F4229_unidentified
SH102685.07FU_GU563371_refs,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,Dichotomopilus_ramosissimus,6,F4230,F4230_Dichotomopilus
SH124648.07FU_HM484866_refs_singleton,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,6,F4231,F4231_o_Hypocreales
SH176583.07FU_FN397265_reps,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens,6,F4232,F4232_Gibellulopsis
SH177074.07FU_KU612933_reps,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,unidentified,6,F4233,F4233_Pleurotus
SH180527.07FU_KY103321_reps,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Dekkera,Dekkera_bruxellensis,6,F4234,F4234_Dekkera
SH180769.07FU_KF436218_reps,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Saccharicola,unidentified,6,F4235,F4235_Saccharicola
SH181489.07FU_JQ346870_reps,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,unidentified,unidentified,6,F4236,F4236_f_Coniochaetaceae
SH182425.07FU_KF766195_refs,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,unidentified,6,F4237,F4237_Macrophomina
SH184199.07FU_KP101211_reps,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,6,F4238,F4238_unidentified
SH186991.07FU_KF887109_reps,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,unidentified,unidentified,6,F4239,F4239_f_Didymosphaeriaceae
SH186997.07FU_KR611886_reps,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,unidentified,6,F4240,F4240_Paraconiothyrium
SH187073.07FU_DQ118992_refs,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_hiemalis,6,F4241,F4241_Mucor
SH187696.07FU_KP715551_reps,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Microporus,Microporus_affinis,6,F4242,F4242_Microporus
SH189016.07FU_KT963793_reps,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,unidentified,unidentified,6,F4243,F4243_unidentified
SH189578.07FU_AB218121_reps,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_cinerascens,6,F4244,F4244_Tomentella
SH192065.07FU_AF444402_refs,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Udeniomyces,Udeniomyces_pyricola,6,F4245,F4245_Udeniomyces
SH192694.07FU_GU166457_reps,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,Zopfiella_longicaudata,6,F4246,F4246_Zopfiella
SH193388.07FU_KF617904_reps,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,6,F4247,F4247_o_Sordariales
SH194210.07FU_KU866646_reps,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,6,F4248,F4248_Talaromyces
SH194784.07FU_AF444567_refs,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Occultifur,Occultifur_externus,6,F4249,F4249_Occultifur
SH195329.07FU_HM365257_refs,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,6,F4250,F4250_f_Chaetomiaceae
SH196695.07FU_KJ668500_reps,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Oxyporus,Oxyporus_populinus,6,F4251,F4251_Oxyporus
SH197672.07FU_KF928440_reps,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,unidentified,6,F4252,F4252_Exophiala
SH198061.07FU_KP135014_reps,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,unidentified,unidentified,6,F4253,F4253_f_Meruliaceae
SH198807.07FU_GQ999549_reps,Basidiomycota,Agaricomycetes,Polyporales,unidentified,unidentified,unidentified,6,F4254,F4254_o_Polyporales
SH199214.07FU_EU520624_reps,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified,6,F4255,F4255_unidentified
SH200466.07FU_KF800626_reps,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,Leptospora_rubella,6,F4256,F4256_Leptospora
SH206636.07FU_GQ324079_reps,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Ampelomyces,Ampelomyces_quisqualis,6,F4257,F4257_Ampelomyces
SH209798.07FU_KC965348_reps,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,unidentified,unidentified,6,F4258,F4258_unidentified
SH210482.07FU_JN673718_reps,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,Paxillus_cuprinus,6,F4259,F4259_Paxillus
SH211272.07FU_KC869716_reps,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4260,F4260_unidentified
SH214017.07FU_AY599569_reps,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia,Postia_subcaesia,6,F4261,F4261_Postia
SH216102.07FU_FJ797689_reps,Ascomycota,Saccharomycetes,Saccharomycetales,unidentified,unidentified,unidentified,6,F4262,F4262_unidentified
SH217808.07FU_EU437432_reps,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,unidentified,6,F4263,F4263_unidentified
SH220599.07FU_AB036895_reps,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_equestre,6,F4264,F4264_Tricholoma
SH222209.07FU_FJ906817_refs,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_sparsiannulatum,6,F4265,F4265_Ophiostoma
SH258596.07FU_KF984834_refs,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_rugulosus,6,F4266,F4266_Talaromyces
SH275399.07FU_JN899354_refs,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_trachyspermus,6,F4267,F4267_Talaromyces
SH386821.07FU_AY373927_refs,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_raistrickii,6,F4268,F4268_Penicillium
SH394319.07FU_AB080506_refs,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,unidentified,6,F4269,F4269_Phyllactinia
SH472068.07FU_KR605803_reps,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Piptoporus,Piptoporus_soloniensis,6,F4270,F4270_Piptoporus
SH521496.07FU_KP068058_refs,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_occultus,6,F4271,F4271_Hymenoscyphus
SH521859.07FU_KJ699117_reps,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,unidentified,unidentified,6,F4272,F4272_unidentified
SH533940.07FU_KU580513_reps,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6,F4273,F4273_unidentified
SH620263.07FU_KT359601_refs,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unidentified,6,F4274,F4274_Aspergillus
00c31f7fd36c4005cdc0ff33894a64ac,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4275,F4275_o_NA
00c88781cc7ded85f3bc93caa4ef8227,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,5,F4276,F4276_o_NA
018c52dd8a3b1ab187ce8d553763d5b4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4277,F4277_unidentified
0409bcc447e6f4be9abd10e6ce7fb87e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4278,F4278_o_NA
04d20427639c2aa7da0b9fef8fc7e68d,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_asterospora,5,F4279,F4279_Inocybe
08ccfd94967b28d0c23ab57245cd6679,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4280,F4280_o_NA
09723f0e404a81d8da871a0c5db470f8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4281,F4281_o_NA
0aa670c3097778c1603106b61d321f44,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4282,F4282_o_NA
0d3ce01b11a812f0928873186eb72fe7,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4283,F4283_o_NA
0db9e60e09e08f69129fbcdaf38697ac,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unidentified,unidentified,5,F4284,F4284_f_Aspergillaceae
0dde03e13846e1ce949cafe5fd61061b,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4285,F4285_unidentified
0ed07a1821fca04a606c4cc86d51b467,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,unidentified,5,F4286,F4286_o_Tremellales
0fe27defa45ee8a365ca24c6fa40e2b5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4287,F4287_o_NA
0fea0a3cf4cbdfa06269f32b38a4ea9b,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4288,F4288_o_NA
119e7dc9cae0375071772713d91b4f0d,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,5,F4289,F4289_Trechispora
12c5f8cf25589728746bf5ec75ad692c,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,5,F4290,F4290_o_NA
12c70ba939e3d9429eace4c8b3f84b84,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4291,F4291_o_NA
13c9242142e794b9e3ba37fb2e218792,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4292,F4292_unidentified
1414ab87a81ce80722c4d261b0c8cb13,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4293,F4293_o_NA
1c218d2b28f48a785fa802a199f06036,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,unidentified,unidentified,5,F4294,F4294_f_Thelephoraceae
1e9b24724dd6e939291f7303f3ff61a9,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4295,F4295_o_NA
1f083bcf21baf4bb52cb31463fd4c0f3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4296,F4296_o_NA
243aeea655bd60be27553b4f88b39eb1,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4297,F4297_o_NA
2495a8af693ace49f40114edced3a277,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4298,F4298_o_NA
2522bd1c1ae2132ba3265738961124fc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4299,F4299_o_NA
2563f9b653fcd89fe96bf47f431a860f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4300,F4300_o_NA
26bf683b950b9ceaa818abcc46cc5002,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4301,F4301_unidentified
26d2d5b4fb7670041e8dfad636870307,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4302,F4302_o_NA
27e7eaa7fd5c6b7eaa6e9575581a7e4a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4303,F4303_o_NA
2841558f79d5360104629505f1d17cf8,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,5,F4304,F4304_o_NA
28781969975affe97246dbda08a4f2b8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4305,F4305_o_NA
28990fb5bb8d59d47635a6052be6d448,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4306,F4306_unidentified
28e45f34f31b8c6e0292fc5b3a1118fc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4307,F4307_o_NA
2914f26ed9e2b705f2bee09d3041bb91,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4308,F4308_o_NA
291a2a96f812a685f7a048b273af4f3a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4309,F4309_o_NA
2962c9bc1b5ddaba7d86677580ca0c25,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4310,F4310_unidentified
2bf054a9401c25051ddae0b0333af32a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4311,F4311_o_NA
2d1130714d57b11f244e801e0b656004,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified,5,F4312,F4312_unidentified
2f0534546fc0937788c63ba0f23ba2a9,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4313,F4313_unidentified
3011304c7f137082535f7fe018013342,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4314,F4314_o_NA
30b38eec9741b83482d13a0017638cad,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4315,F4315_o_NA
3136a037404b4212682e1c7997ccc2bc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4316,F4316_unidentified
31e1b108b7737b46a59cf8b84e05fc13,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4317,F4317_unidentified
335b55b72e08c5e2a9db054eb8726c9e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4318,F4318_unidentified
35f7329e1c71733ac174a5a36effd492,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4319,F4319_unidentified
3624122d81963e0bb27d363b237a5dfb,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4320,F4320_unidentified
397da7a6679ec48fc2ef0d8ae1099ad7,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,5,F4321,F4321_Trechispora
3cf4086cfe03c4b4f6b0af384a3c89d8,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,unidentified,unidentified,5,F4322,F4322_unidentified
3d3a47ea3fb436d84c4c80f730e622de,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4323,F4323_o_NA
3e5f293ffabd270b1ccd8ed27c462129,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4324,F4324_unidentified
3f259aee358708e7d54b081cc3c03202,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4325,F4325_unidentified
404fcc4848ba11a37730f60d6fb09afc,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Nigrograna,unidentified,5,F4326,F4326_Nigrograna
42229468b3198aa7223c5124aa43e3f6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4327,F4327_unidentified
426509d53a6c63806840198f2750fbaa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4328,F4328_o_NA
4304fee35248f15c0a2b8c994560927e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4329,F4329_unidentified
43892ee4444d9e1a00f33a65bca646d9,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,5,F4330,F4330_f_Chaetomiaceae
4429942dfa9db725b88a6d0501141f11,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4331,F4331_o_NA
44cfe2ab279dbb35668fb28cd639b145,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4332,F4332_o_NA
46273a84b4061fa1ab4b3d39cf6a72c4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4333,F4333_o_NA
47cd8f77a3d654de559a6ec1d84c1392,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4334,F4334_o_NA
